Department,Region_Employment,Education Level,NO_Trainings_LstYear,Age,previous_year_rating,Awards,Avg_Training_Score,Is Promoted
Sales & Marketing,1,Bachelor's,1,29.0,4.0,NO,48.0,NO
Technology,7,Master's & above,1,55.0,3.0,NO,73.0,NO
Sales & Marketing,3,Bachelor's,2,25.0,3.0,NO,52.0,NO
Sales & Marketing,26,Bachelor's,1,28.0,5.0,NO,44.0,NO
R&D,31,Bachelor's,1,35.0,3.0,NO,85.0,NO
Legal,2,Bachelor's,1,31.0,3.0,NO,60.0,NO
HR,7,Master's & above,1,45.0,3.0,NO,47.0,NO
Technology,2,Bachelor's,1,58.0,4.0,NO,80.0,NO
Sales & Marketing,2,Master's & above,3,45.0,1.0,NO,50.0,NO
Operations,4,Master's & above,1,46.0,4.0,NO,59.0,NO
Sales & Marketing,15,Bachelor's,1,28.0,5.0,NO,47.0,NO
Sales & Marketing,20,Master's & above,1,33.0,2.0,NO,48.0,NO
Operations,7,Bachelor's,2,39.0,4.0,NO,60.0,NO
Procurement,5,Bachelor's,1,35.0,3.0,NO,69.0,NO
Operations,22,Bachelor's,1,0.0,3.0,NO,58.0,NO
Procurement,11,Bachelor's,2,27.0,4.0,NO,72.0,NO
Procurement,2,Bachelor's,1,60.0,3.0,NO,70.0,NO
Finance,4,Master's & above,1,37.0,5.0,NO,59.0,YES
Sales & Marketing,7,Bachelor's,1,30.0,3.0,NO,89.0,YES
Operations,6,Bachelor's,1,32.0,5.0,NO,55.0,NO
Procurement,10,Master's & above,1,33.0,3.0,NO,72.0,YES
Sales & Marketing,34,Bachelor's,4,31.0,2.0,NO,48.0,NO
Technology,16,Bachelor's,1,33.0,4.0,NO,78.0,NO
HR,2,Bachelor's,1,43.0,3.0,NO,52.0,NO
Operations,22,Bachelor's,1,31.0,3.0,NO,59.0,NO
Procurement,2,Bachelor's,1,30.0,1.0,NO,68.0,NO
Sales & Marketing,16,Bachelor's,1,27.0,3.0,NO,44.0,NO
Operations,25,Bachelor's,1,32.0,3.0,NO,89.0,YES
R&D,22,Bachelor's,1,30.0,3.0,NO,78.0,NO
Operations,7,Master's & above,1,37.0,4.0,NO,59.0,NO
Sales & Marketing,17,Bachelor's,1,27.0,3.0,YES,56.0,YES
Operations,5,Bachelor's,1,30.0,3.0,NO,57.0,NO
Sales & Marketing,31,Bachelor's,1,32.0,5.0,NO,47.0,NO
Sales & Marketing,13,Bachelor's,1,55.0,3.0,NO,53.0,NO
Sales & Marketing,22,Master's & above,4,39.0,1.0,NO,60.0,NO
Operations,2,Master's & above,1,54.0,5.0,NO,60.0,NO
Operations,12,Master's & above,1,39.0,3.0,NO,60.0,NO
Sales & Marketing,26,Bachelor's,1,27.0,1.0,NO,50.0,NO
Sales & Marketing,9,Bachelor's,1,41.0,1.0,NO,49.0,NO
Technology,13,Master's & above,2,33.0,4.0,NO,74.0,NO
Sales & Marketing,7,Bachelor's,1,35.0,4.0,NO,53.0,NO
Operations,7,Master's & above,1,39.0,5.0,NO,59.0,NO
Analytics,2,Master's & above,1,44.0,1.0,NO,85.0,NO
Sales & Marketing,6,Bachelor's,1,34.0,1.0,NO,52.0,NO
Technology,31,Master's & above,1,51.0,3.0,NO,77.0,NO
Sales & Marketing,2,Bachelor's,1,40.0,4.0,NO,52.0,NO
Sales & Marketing,30,Bachelor's,1,32.0,2.0,NO,50.0,NO
Technology,17,Bachelor's,1,36.0,5.0,NO,81.0,NO
Sales & Marketing,22,Master's & above,1,29.0,3.0,NO,54.0,NO
Sales & Marketing,32,Bachelor's,2,31.0,1.0,NO,46.0,NO
Procurement,28,Bachelor's,1,26.0,3.0,NO,72.0,NO
Technology,19,Master's & above,2,34.0,3.0,NO,79.0,NO
Sales & Marketing,13,Master's & above,1,49.0,5.0,NO,46.0,NO
Legal,7,Bachelor's,1,31.0,5.0,NO,52.0,NO
Technology,7,Bachelor's,1,30.0,1.0,NO,78.0,NO
Sales & Marketing,16,Bachelor's,1,32.0,3.0,NO,48.0,NO
Sales & Marketing,28,Bachelor's,1,41.0,5.0,NO,55.0,YES
Sales & Marketing,11,Bachelor's,1,30.0,5.0,NO,52.0,NO
Sales & Marketing,7,Master's & above,1,58.0,3.0,NO,47.0,NO
Technology,2,Master's & above,2,49.0,4.0,NO,78.0,NO
Analytics,32,Bachelor's,1,33.0,5.0,NO,83.0,NO
Analytics,6,Bachelor's,1,31.0,3.0,NO,80.0,NO
Procurement,26,Bachelor's,1,27.0,5.0,NO,70.0,NO
-,27,Below Secondary,1,24.0,4.0,NO,59.0,NO
Finance,7,Bachelor's,1,32.0,3.0,NO,62.0,NO
Operations,29,Bachelor's,1,28.0,3.0,NO,56.0,NO
Analytics,31,Bachelor's,1,33.0,3.0,NO,82.0,NO
Operations,22,Bachelor's,1,23.0,3.0,NO,60.0,NO
Sales & Marketing,2,Bachelor's,4,49.0,1.0,NO,49.0,NO
Procurement,7,Bachelor's,1,49.0,5.0,NO,64.0,YES
Analytics,23,Master's & above,2,34.0,5.0,NO,82.0,NO
Procurement,5,Master's & above,1,36.0,4.0,NO,69.0,NO
Sales & Marketing,2,Master's & above,1,40.0,4.0,NO,50.0,NO
Sales & Marketing,16,Bachelor's,1,40.0,3.0,NO,48.0,NO
Sales & Marketing,27,Bachelor's,1,33.0,1.0,NO,52.0,NO
Sales & Marketing,13,Bachelor's,1,47.0,2.0,NO,50.0,NO
Sales & Marketing,2,Bachelor's,2,36.0,3.0,NO,49.0,NO
Sales & Marketing,2,Bachelor's,1,60.0,4.0,NO,49.0,NO
Operations,4,Master's & above,1,39.0,5.0,NO,63.0,NO
HR,24,Bachelor's,1,32.0,5.0,NO,53.0,NO
Sales & Marketing,15,Bachelor's,1,28.0,3.0,NO,50.0,NO
Procurement,23,Bachelor's,1,29.0,3.0,NO,69.0,NO
Analytics,2,Master's & above,1,51.0,5.0,NO,85.0,NO
Analytics,22,Bachelor's,1,29.0,3.0,YES,88.0,NO
Operations,15,Bachelor's,1,31.0,4.0,NO,58.0,NO
HR,2,Bachelor's,1,34.0,1.0,NO,49.0,NO
Operations,31,Bachelor's,1,33.0,5.0,NO,63.0,NO
Operations,22,Master's & above,1,38.0,3.0,NO,58.0,NO
Sales & Marketing,7,Master's & above,1,38.0,5.0,NO,54.0,YES
R&D,15,Master's & above,1,34.0,1.0,YES,84.0,NO
HR,7,Bachelor's,1,30.0,3.0,NO,51.0,NO
Technology,26,Bachelor's,1,27.0,3.0,NO,77.0,NO
Technology,2,Bachelor's,1,27.0,5.0,NO,81.0,YES
Procurement,2,Master's & above,1,37.0,4.0,NO,67.0,NO
Sales & Marketing,16,Bachelor's,1,31.0,3.0,NO,49.0,NO
Technology,2,Bachelor's,1,43.0,4.0,NO,81.0,NO
Sales & Marketing,13,Bachelor's,1,28.0,1.0,NO,48.0,NO
Procurement,33,Bachelor's,1,34.0,3.0,NO,67.0,NO
Technology,17,Bachelor's,1,37.0,3.0,NO,80.0,NO
Sales & Marketing,2,Bachelor's,2,40.0,2.0,NO,48.0,NO
HR,7,Bachelor's,1,24.0,3.0,NO,48.0,NO
Sales & Marketing,16,Bachelor's,1,31.0,4.0,NO,50.0,NO
Analytics,22,Bachelor's,4,29.0,5.0,NO,82.0,YES
Finance,2,Bachelor's,2,31.0,4.0,NO,60.0,NO
Sales & Marketing,7,Master's & above,1,51.0,5.0,NO,49.0,NO
Sales & Marketing,7,Bachelor's,5,27.0,1.0,NO,51.0,NO
Sales & Marketing,26,Master's & above,1,33.0,1.0,NO,47.0,NO
Technology,1,Master's & above,1,32.0,3.0,NO,80.0,NO
Analytics,2,Bachelor's,1,27.0,4.0,NO,85.0,NO
Sales & Marketing,16,Bachelor's,1,38.0,4.0,NO,48.0,NO
Procurement,2,Master's & above,2,33.0,3.0,NO,68.0,NO
Operations,22,Bachelor's,1,37.0,3.0,NO,60.0,NO
Sales & Marketing,16,Bachelor's,1,29.0,3.0,NO,48.0,NO
Operations,22,Master's & above,1,30.0,3.0,NO,57.0,NO
Procurement,2,Master's & above,1,53.0,1.0,NO,72.0,NO
Finance,23,Bachelor's,1,30.0,5.0,NO,58.0,NO
Sales & Marketing,2,Bachelor's,2,38.0,2.0,NO,46.0,NO
Analytics,32,Bachelor's,1,32.0,5.0,YES,81.0,NO
Technology,1,Master's & above,1,32.0,4.0,NO,76.0,NO
Technology,2,Bachelor's,1,54.0,2.0,NO,77.0,NO
Operations,2,Below Secondary,1,22.0,3.0,NO,60.0,NO
Sales & Marketing,15,Master's & above,1,41.0,3.0,NO,48.0,NO
Sales & Marketing,22,Bachelor's,1,28.0,5.0,NO,64.0,YES
Technology,7,Bachelor's,1,31.0,4.0,NO,77.0,NO
Sales & Marketing,2,Bachelor's,3,41.0,3.0,NO,48.0,NO
Legal,22,Master's & above,1,35.0,3.0,NO,57.0,NO
Sales & Marketing,12,Bachelor's,1,26.0,3.0,NO,50.0,NO
Operations,27,Bachelor's,1,27.0,3.0,NO,60.0,NO
Sales & Marketing,13,Bachelor's,1,37.0,1.0,NO,47.0,NO
Operations,34,Master's & above,1,36.0,3.0,NO,65.0,NO
Technology,15,Bachelor's,1,27.0,4.0,YES,87.0,YES
Operations,7,Bachelor's,2,31.0,3.0,NO,60.0,NO
Sales & Marketing,2,Master's & above,2,35.0,5.0,NO,52.0,NO
Technology,2,Below Secondary,1,21.0,3.0,NO,81.0,NO
Analytics,2,Bachelor's,1,54.0,5.0,NO,80.0,NO
Technology,7,Master's & above,1,40.0,3.0,NO,75.0,NO
Legal,7,Master's & above,1,55.0,4.0,NO,60.0,NO
Procurement,10,Master's & above,1,42.0,4.0,NO,67.0,NO
Finance,9,Bachelor's,1,29.0,3.0,NO,59.0,NO
Procurement,13,Bachelor's,1,38.0,4.0,NO,67.0,NO
Technology,22,Bachelor's,1,29.0,5.0,NO,82.0,NO
Sales & Marketing,19,Bachelor's,1,27.0,5.0,NO,52.0,NO
R&D,2,Bachelor's,3,33.0,3.0,NO,89.0,NO
Analytics,15,Bachelor's,1,30.0,5.0,NO,84.0,NO
Sales & Marketing,12,Bachelor's,2,29.0,3.0,NO,50.0,NO
Operations,10,Master's & above,1,41.0,5.0,NO,56.0,NO
Technology,10,Master's & above,1,34.0,3.0,NO,79.0,NO
Sales & Marketing,7,Master's & above,1,38.0,5.0,NO,48.0,NO
Technology,9,Bachelor's,1,28.0,5.0,NO,86.0,YES
Finance,15,Bachelor's,1,30.0,3.0,NO,60.0,NO
Operations,15,Bachelor's,1,39.0,5.0,NO,60.0,NO
Analytics,9,Master's & above,1,34.0,3.0,NO,92.0,NO
Sales & Marketing,30,Bachelor's,1,26.0,5.0,YES,84.0,YES
Procurement,7,Master's & above,1,52.0,3.0,NO,71.0,YES
Legal,2,Below Secondary,3,27.0,3.0,NO,60.0,NO
HR,7,Master's & above,1,35.0,3.0,NO,49.0,NO
Procurement,13,Master's & above,1,41.0,3.0,NO,72.0,NO
Procurement,7,Bachelor's,9,29.0,3.0,NO,68.0,NO
Operations,22,Bachelor's,1,35.0,3.0,NO,64.0,NO
Finance,2,Bachelor's,1,28.0,3.0,NO,54.0,NO
Legal,22,Bachelor's,1,32.0,3.0,NO,60.0,NO
Analytics,29,Master's & above,1,37.0,2.0,NO,87.0,NO
Technology,26,Bachelor's,1,27.0,5.0,NO,80.0,NO
Sales & Marketing,22,Bachelor's,1,33.0,4.0,NO,48.0,NO
Operations,29,Bachelor's,1,33.0,5.0,NO,60.0,NO
Operations,31,Bachelor's,1,29.0,5.0,NO,59.0,YES
Analytics,5,Bachelor's,1,27.0,3.0,NO,87.0,NO
Analytics,29,Bachelor's,1,29.0,5.0,NO,90.0,YES
Analytics,29,Bachelor's,1,35.0,3.0,NO,89.0,NO
Analytics,22,Bachelor's,1,32.0,5.0,NO,84.0,NO
Operations,16,Bachelor's,2,33.0,5.0,NO,62.0,NO
Procurement,8,Master's & above,1,34.0,5.0,NO,68.0,NO
Procurement,2,Bachelor's,4,51.0,3.0,NO,70.0,NO
Procurement,7,Bachelor's,2,26.0,3.0,NO,68.0,NO
Finance,22,Master's & above,3,34.0,5.0,NO,59.0,NO
Operations,19,Bachelor's,1,39.0,4.0,NO,65.0,NO
Technology,2,Bachelor's,1,30.0,3.0,NO,77.0,NO
Technology,22,Master's & above,1,34.0,3.0,NO,79.0,NO
Operations,2,Bachelor's,1,60.0,3.0,NO,56.0,NO
Sales & Marketing,2,Master's & above,1,58.0,3.0,NO,51.0,NO
Sales & Marketing,13,Bachelor's,1,53.0,3.0,NO,51.0,NO
Sales & Marketing,13,Bachelor's,2,39.0,1.0,NO,50.0,NO
Technology,2,Bachelor's,1,31.0,1.0,NO,89.0,YES
Analytics,22,Bachelor's,1,29.0,4.0,NO,81.0,NO
Operations,2,Master's & above,1,49.0,3.0,NO,58.0,NO
Technology,22,Bachelor's,1,32.0,4.0,NO,85.0,NO
HR,2,Bachelor's,1,28.0,3.0,NO,49.0,NO
Procurement,17,Master's & above,2,34.0,3.0,NO,87.0,YES
Operations,13,Bachelor's,2,34.0,5.0,YES,89.0,YES
Procurement,16,Master's & above,1,37.0,4.0,NO,70.0,NO
Analytics,28,Master's & above,1,41.0,5.0,NO,86.0,NO
Technology,23,Master's & above,1,40.0,5.0,NO,81.0,YES
Sales & Marketing,14,Bachelor's,1,39.0,5.0,YES,50.0,YES
Sales & Marketing,15,Bachelor's,6,33.0,1.0,NO,43.0,NO
Technology,33,Bachelor's,1,46.0,3.0,NO,80.0,NO
Technology,5,Bachelor's,1,32.0,3.0,NO,78.0,NO
Technology,25,Master's & above,1,33.0,3.0,NO,81.0,NO
Sales & Marketing,22,Bachelor's,1,36.0,3.0,NO,44.0,NO
Procurement,2,Bachelor's,1,51.0,3.0,NO,68.0,NO
Sales & Marketing,26,Bachelor's,2,50.0,3.0,NO,54.0,NO
HR,2,Below Secondary,1,24.0,3.0,NO,49.0,NO
Sales & Marketing,2,Bachelor's,1,49.0,4.0,NO,47.0,NO
Sales & Marketing,26,Bachelor's,1,48.0,1.0,NO,47.0,NO
Procurement,2,Bachelor's,1,49.0,5.0,NO,68.0,NO
Sales & Marketing,25,Master's & above,2,40.0,4.0,NO,47.0,NO
Operations,31,Bachelor's,1,35.0,1.0,NO,60.0,NO
Finance,2,Bachelor's,1,26.0,3.0,NO,58.0,NO
Sales & Marketing,2,Bachelor's,1,27.0,5.0,NO,49.0,NO
Procurement,15,Bachelor's,3,30.0,1.0,NO,67.0,NO
Procurement,17,Master's & above,1,38.0,5.0,YES,92.0,YES
Technology,24,Master's & above,1,38.0,1.0,NO,81.0,NO
Analytics,28,Master's & above,1,30.0,5.0,NO,86.0,NO
Finance,2,Master's & above,1,38.0,3.0,NO,58.0,NO
Operations,2,Bachelor's,1,43.0,5.0,NO,56.0,NO
Procurement,2,Bachelor's,1,35.0,5.0,NO,69.0,NO
Technology,13,Bachelor's,1,54.0,4.0,NO,86.0,YES
Operations,22,Bachelor's,1,40.0,3.0,NO,60.0,NO
Procurement,19,Bachelor's,1,30.0,3.0,NO,72.0,NO
Sales & Marketing,7,Bachelor's,1,34.0,1.0,NO,50.0,NO
Procurement,7,Bachelor's,3,49.0,3.0,NO,70.0,NO
Procurement,31,Master's & above,1,34.0,4.0,NO,69.0,YES
Sales & Marketing,2,Master's & above,1,45.0,2.0,NO,53.0,NO
Technology,10,Bachelor's,1,29.0,3.0,NO,82.0,NO
Analytics,2,Master's & above,3,37.0,5.0,NO,84.0,NO
Operations,13,Master's & above,1,48.0,3.0,NO,60.0,NO
Sales & Marketing,31,Bachelor's,2,32.0,3.0,NO,60.0,NO
Sales & Marketing,7,Bachelor's,1,41.0,3.0,NO,58.0,YES
Operations,16,Bachelor's,1,35.0,3.0,NO,57.0,NO
Technology,2,Bachelor's,4,25.0,3.0,NO,78.0,NO
Technology,2,Bachelor's,1,39.0,3.0,NO,80.0,NO
Finance,10,Master's & above,1,31.0,3.0,NO,60.0,NO
Finance,7,Master's & above,1,36.0,4.0,NO,58.0,NO
Analytics,22,Bachelor's,1,27.0,3.0,NO,84.0,NO
Operations,4,Bachelor's,2,30.0,3.0,NO,60.0,NO
Sales & Marketing,2,Bachelor's,1,54.0,3.0,NO,51.0,NO
Operations,22,Master's & above,2,38.0,4.0,NO,56.0,NO
Sales & Marketing,7,Master's & above,1,36.0,4.0,NO,50.0,NO
Analytics,22,Bachelor's,1,27.0,4.0,NO,83.0,YES
Operations,22,Master's & above,1,51.0,3.0,NO,60.0,NO
Operations,11,Bachelor's,1,26.0,3.0,NO,59.0,NO
Technology,31,Master's & above,2,39.0,5.0,NO,76.0,NO
Analytics,13,Bachelor's,2,30.0,5.0,NO,83.0,NO
Sales & Marketing,13,Bachelor's,1,37.0,3.0,NO,49.0,NO
Operations,26,Bachelor's,1,24.0,4.0,NO,59.0,NO
Sales & Marketing,7,Bachelor's,2,39.0,3.0,NO,47.0,NO
Procurement,14,Master's & above,1,36.0,5.0,YES,73.0,NO
Finance,2,Bachelor's,2,27.0,3.0,NO,63.0,NO
Analytics,25,Bachelor's,1,25.0,5.0,NO,83.0,NO
Procurement,13,Bachelor's,1,30.0,3.0,NO,71.0,NO
Procurement,22,Bachelor's,1,29.0,4.0,NO,69.0,NO
Sales & Marketing,2,Master's & above,1,53.0,5.0,NO,44.0,NO
Sales & Marketing,27,Bachelor's,1,28.0,4.0,NO,47.0,NO
Technology,22,Master's & above,2,0.0,3.0,NO,80.0,NO
Finance,22,Bachelor's,1,28.0,3.0,NO,57.0,NO
Procurement,2,Bachelor's,1,33.0,3.0,NO,67.0,NO
Analytics,13,Bachelor's,1,36.0,4.0,NO,87.0,NO
Sales & Marketing,20,Bachelor's,1,27.0,5.0,NO,49.0,NO
Operations,15,Master's & above,1,36.0,3.0,NO,62.0,NO
Operations,7,Bachelor's,1,33.0,4.0,NO,56.0,NO
Procurement,7,Bachelor's,1,39.0,3.0,NO,71.0,NO
Sales & Marketing,2,Master's & above,1,34.0,4.0,NO,50.0,NO
Finance,22,Master's & above,1,32.0,5.0,NO,60.0,NO
Procurement,13,Bachelor's,5,30.0,1.0,NO,68.0,NO
Sales & Marketing,9,Bachelor's,1,25.0,3.0,NO,52.0,NO
Procurement,10,Master's & above,1,31.0,3.0,NO,69.0,NO
R&D,2,Bachelor's,1,31.0,3.0,NO,85.0,NO
Sales & Marketing,2,Bachelor's,5,34.0,5.0,NO,49.0,YES
HR,28,Master's & above,1,39.0,3.0,NO,52.0,NO
Procurement,2,Master's & above,2,58.0,3.0,NO,64.0,NO
HR,2,Bachelor's,1,53.0,3.0,NO,56.0,NO
Analytics,22,Bachelor's,1,28.0,5.0,NO,90.0,NO
Sales & Marketing,25,Bachelor's,3,25.0,4.0,NO,49.0,NO
Sales & Marketing,2,Bachelor's,1,38.0,5.0,NO,51.0,NO
Operations,30,Bachelor's,1,35.0,3.0,NO,56.0,NO
Operations,2,Master's & above,1,48.0,4.0,NO,57.0,NO
Sales & Marketing,22,Bachelor's,1,25.0,4.0,NO,51.0,NO
Operations,7,Bachelor's,1,43.0,3.0,NO,64.0,NO
Sales & Marketing,22,Bachelor's,2,26.0,1.0,NO,50.0,NO
Technology,10,Bachelor's,1,27.0,4.0,NO,81.0,NO
Technology,19,Bachelor's,1,38.0,4.0,NO,78.0,NO
Technology,5,Bachelor's,2,41.0,1.0,NO,77.0,NO
Analytics,15,Bachelor's,2,29.0,4.0,NO,83.0,NO
Procurement,22,Bachelor's,4,26.0,3.0,NO,72.0,NO
Sales & Marketing,11,Bachelor's,1,31.0,5.0,NO,50.0,NO
Operations,16,Bachelor's,1,33.0,5.0,NO,59.0,NO
Operations,23,Bachelor's,1,34.0,4.0,NO,57.0,NO
Operations,4,Bachelor's,2,41.0,5.0,NO,60.0,NO
Analytics,10,Bachelor's,2,31.0,3.0,NO,86.0,NO
Sales & Marketing,31,Master's & above,1,35.0,1.0,NO,46.0,NO
Sales & Marketing,20,Bachelor's,1,34.0,3.0,NO,52.0,NO
Sales & Marketing,5,Bachelor's,2,31.0,4.0,NO,51.0,NO
Operations,15,Bachelor's,1,32.0,5.0,NO,59.0,NO
Sales & Marketing,2,Bachelor's,1,40.0,3.0,NO,47.0,YES
Sales & Marketing,7,Bachelor's,3,24.0,3.0,NO,47.0,NO
HR,2,Master's & above,1,53.0,5.0,NO,50.0,NO
Technology,10,Master's & above,2,31.0,4.0,NO,83.0,NO
Operations,29,Master's & above,1,31.0,3.0,NO,62.0,NO
Sales & Marketing,7,Bachelor's,1,35.0,1.0,NO,49.0,NO
Operations,27,Bachelor's,1,31.0,4.0,NO,57.0,NO
Operations,22,Bachelor's,1,30.0,5.0,NO,62.0,NO
Operations,15,Bachelor's,2,31.0,4.0,NO,55.0,NO
R&D,26,Master's & above,1,32.0,3.0,NO,84.0,NO
Analytics,30,Master's & above,2,36.0,3.0,NO,86.0,NO
Sales & Marketing,16,Bachelor's,2,30.0,3.0,NO,47.0,NO
HR,2,Master's & above,1,43.0,3.0,NO,65.0,YES
Analytics,22,Bachelor's,2,26.0,3.0,NO,82.0,NO
Sales & Marketing,2,Bachelor's,3,40.0,3.0,NO,47.0,NO
Sales & Marketing,2,Bachelor's,1,39.0,1.0,NO,48.0,NO
Operations,22,Bachelor's,1,41.0,3.0,NO,62.0,NO
Operations,15,Bachelor's,2,32.0,5.0,NO,54.0,NO
Operations,13,Bachelor's,1,36.0,5.0,NO,56.0,NO
Technology,13,Bachelor's,1,54.0,4.0,NO,80.0,NO
Analytics,29,Bachelor's,1,29.0,5.0,NO,83.0,NO
Operations,19,Bachelor's,1,38.0,3.0,NO,56.0,NO
Technology,22,Bachelor's,2,28.0,3.0,NO,79.0,NO
Sales & Marketing,25,Master's & above,1,46.0,3.0,NO,60.0,NO
Finance,22,Bachelor's,1,28.0,3.0,NO,59.0,NO
Technology,22,Bachelor's,1,23.0,3.0,NO,81.0,NO
HR,13,Bachelor's,1,25.0,2.0,NO,50.0,NO
Technology,4,Bachelor's,1,40.0,4.0,NO,76.0,NO
Analytics,2,Bachelor's,2,26.0,3.0,NO,86.0,NO
Procurement,2,Bachelor's,1,58.0,1.0,NO,73.0,NO
Procurement,26,Master's & above,3,33.0,4.0,NO,68.0,NO
Sales & Marketing,22,Bachelor's,1,27.0,2.0,NO,53.0,NO
Operations,7,Bachelor's,1,31.0,4.0,NO,64.0,NO
Sales & Marketing,16,Bachelor's,1,34.0,5.0,NO,51.0,NO
Legal,2,Bachelor's,2,42.0,5.0,NO,60.0,NO
Technology,1,Master's & above,1,37.0,3.0,NO,81.0,NO
Sales & Marketing,14,Bachelor's,1,37.0,3.0,NO,51.0,NO
Analytics,7,Master's & above,1,35.0,3.0,NO,83.0,YES
Sales & Marketing,27,Bachelor's,1,34.0,4.0,NO,47.0,NO
Finance,2,Master's & above,1,50.0,5.0,NO,63.0,NO
Operations,22,Master's & above,2,37.0,4.0,NO,62.0,NO
Operations,2,Bachelor's,1,53.0,5.0,NO,59.0,NO
HR,2,Master's & above,1,39.0,3.0,NO,47.0,NO
R&D,22,Master's & above,1,31.0,5.0,NO,89.0,YES
Procurement,34,Master's & above,1,40.0,5.0,NO,69.0,NO
Finance,28,Bachelor's,1,26.0,1.0,NO,62.0,NO
Operations,22,Bachelor's,2,32.0,5.0,NO,59.0,NO
Procurement,17,Bachelor's,1,0.0,3.0,NO,72.0,NO
Sales & Marketing,2,Bachelor's,1,31.0,5.0,NO,49.0,NO
HR,22,Bachelor's,1,30.0,4.0,NO,49.0,NO
Sales & Marketing,4,Bachelor's,1,31.0,1.0,NO,47.0,NO
Technology,1,Master's & above,1,30.0,3.0,NO,82.0,NO
HR,2,Bachelor's,1,30.0,3.0,NO,47.0,NO
Sales & Marketing,8,Bachelor's,1,37.0,5.0,NO,50.0,NO
Legal,2,Bachelor's,3,54.0,2.0,NO,60.0,NO
Operations,2,Master's & above,1,54.0,3.0,NO,60.0,NO
Operations,22,Bachelor's,2,28.0,5.0,NO,60.0,NO
Procurement,12,Bachelor's,1,31.0,3.0,NO,68.0,NO
Operations,22,Below Secondary,1,27.0,3.0,NO,60.0,NO
HR,27,Master's & above,1,33.0,3.0,NO,53.0,NO
Procurement,2,Bachelor's,1,37.0,1.0,NO,71.0,NO
Analytics,10,Bachelor's,1,28.0,5.0,NO,84.0,NO
Finance,2,Bachelor's,2,29.0,5.0,NO,54.0,NO
Technology,2,Bachelor's,1,42.0,3.0,NO,78.0,NO
Sales & Marketing,2,Bachelor's,1,37.0,1.0,NO,47.0,NO
Technology,5,Bachelor's,1,28.0,1.0,NO,75.0,NO
Analytics,20,Bachelor's,1,27.0,4.0,NO,85.0,NO
Technology,33,Bachelor's,1,28.0,1.0,NO,78.0,NO
Operations,23,Bachelor's,1,27.0,3.0,NO,59.0,NO
Sales & Marketing,2,Bachelor's,1,25.0,3.0,NO,46.0,NO
R&D,2,Bachelor's,2,25.0,3.0,NO,87.0,NO
Sales & Marketing,2,Master's & above,2,32.0,3.0,NO,47.0,NO
Sales & Marketing,2,Master's & above,1,45.0,5.0,NO,50.0,NO
Procurement,2,Master's & above,1,59.0,3.0,NO,65.0,NO
Analytics,28,Bachelor's,2,35.0,5.0,NO,85.0,NO
Sales & Marketing,7,Master's & above,1,40.0,5.0,NO,48.0,NO
Analytics,2,Bachelor's,2,34.0,5.0,NO,84.0,NO
Operations,19,Bachelor's,1,33.0,3.0,NO,55.0,NO
Operations,31,Bachelor's,1,28.0,3.0,NO,54.0,NO
Technology,2,Master's & above,1,45.0,5.0,NO,87.0,NO
Operations,16,Bachelor's,1,27.0,3.0,NO,60.0,NO
Sales & Marketing,9,Master's & above,1,34.0,5.0,NO,52.0,NO
Sales & Marketing,2,Bachelor's,1,40.0,4.0,NO,48.0,NO
Technology,22,Bachelor's,4,0.0,4.0,NO,79.0,YES
Operations,26,Master's & above,1,37.0,4.0,NO,57.0,NO
Technology,2,Master's & above,1,51.0,5.0,NO,76.0,NO
Operations,31,Bachelor's,1,27.0,5.0,NO,58.0,NO
R&D,22,Bachelor's,2,31.0,4.0,NO,84.0,NO
Procurement,11,Bachelor's,1,27.0,3.0,NO,71.0,NO
Sales & Marketing,25,Bachelor's,1,27.0,5.0,NO,55.0,NO
Analytics,11,Master's & above,1,31.0,3.0,NO,89.0,NO
Technology,23,Master's & above,1,38.0,3.0,YES,79.0,NO
Analytics,26,Bachelor's,2,42.0,3.0,NO,83.0,NO
Sales & Marketing,27,Master's & above,1,45.0,3.0,NO,51.0,NO
Sales & Marketing,25,Bachelor's,1,39.0,1.0,NO,48.0,NO
Technology,7,Bachelor's,1,27.0,3.0,NO,83.0,NO
R&D,11,Bachelor's,2,31.0,4.0,NO,83.0,YES
HR,22,Bachelor's,1,28.0,3.0,NO,49.0,NO
Procurement,2,Master's & above,1,36.0,5.0,NO,71.0,NO
Analytics,4,Master's & above,1,51.0,4.0,NO,87.0,NO
Sales & Marketing,7,Master's & above,2,35.0,1.0,NO,50.0,NO
Sales & Marketing,7,Bachelor's,2,37.0,3.0,NO,49.0,NO
Operations,22,Bachelor's,1,32.0,3.0,NO,60.0,NO
Procurement,15,Bachelor's,1,28.0,3.0,NO,69.0,NO
Operations,22,Bachelor's,1,34.0,4.0,NO,59.0,NO
R&D,27,Bachelor's,1,31.0,3.0,NO,81.0,NO
Analytics,2,Master's & above,1,39.0,5.0,YES,84.0,NO
Sales & Marketing,2,Master's & above,1,30.0,2.0,NO,49.0,NO
Technology,7,Bachelor's,1,24.0,3.0,NO,79.0,NO
HR,22,Bachelor's,1,24.0,4.0,NO,47.0,NO
Technology,7,Master's & above,1,36.0,4.0,NO,83.0,NO
Sales & Marketing,2,Bachelor's,1,26.0,3.0,NO,48.0,NO
Procurement,4,Bachelor's,1,29.0,4.0,NO,67.0,NO
Sales & Marketing,17,Bachelor's,1,28.0,4.0,NO,48.0,NO
